chrom,start,end,label,length
chr17,159839,165629,NO,5790
chr19,34754959,34761902,NO,6943
chr5,179084428,179085700,NO,1272
chrX,64626511,64628105,NO,1594
chr6,27218439,27220138,NO,1699
chr1,225955008,225961473,NO,6465
chr3,197407417,197409654,NO,2237
chr10,81917933,81926684,NO,8751
chr16,3173889,3180183,NO,6294
chr11,129184715,129195064,NO,10349
chr16,50625193,50626839,NO,1646
chr1,27928107,27929617,NO,1510
chr17,41797635,41801696,NO,4061
chr1,206861572,206867395,NO,5823
chr9,36306797,36320793,NO,13996
chr22,47029894,47034994,NO,5100
chr5,179060850,179062119,NO,1269
chr6,13013093,13015405,NO,2312
chr11,35338763,35344679,NO,5916
chr20,4021585,4023121,NO,1536
chr1,211589577,211590436,NO,859
chr22,40782095,40793852,NO,11757
chr2,99318184,99321893,NO,3709
chr17,55434250,55451248,NO,16998
chr13,96255984,96268608,NO,12624
chr13,24844640,24847507,NO,2867
chr8,80695726,80696852,NO,1126
chr14,70159783,70163014,NO,3231
chr17,73030167,73031740,NO,1573
chr5,90575315,90576847,NO,1532
chr1,38460764,38465145,NO,4381
chr6,35011857,35016003,NO,4146
chr19,50134198,50140252,NO,6054
chr20,22492487,22505625,NO,13138
chr12,14410342,14414299,NO,3957
chr12,3474352,3479877,NO,5525
chr10,120784490,120786671,NO,2181
chr22,45604155,45612866,NO,8711
chr7,151450987,151453344,NO,2357
chr1,68027628,68044766,NO,17138
chr4,90031095,90032589,NO,1494
chr12,109226087,109234126,NO,8039
chr2,46048389,46051345,NO,2956
chr16,46657185,46660930,NO,3745
chr21,43881881,43894992,NO,13111
chr4,141159024,141174454,NO,15430
chr20,42309682,42311661,NO,1979
chr18,56080900,56085204,NO,4304
chr1,15750159,15751835,NO,1676
chr7,150759524,150760749,NO,1225
chr6,169285758,169297038,NO,11280
chr16,28537393,28545943,NO,8550
chr1,16824380,16826372,NO,1992
chr6,157519524,157524840,NO,5316
chr3,129024225,129033706,NO,9481
chr6,158652553,158654227,NO,1674
chr3,43428962,43433374,NO,4412
chr6,138548139,138572933,NO,24794
chr6,161855306,161865745,NO,10439
chr19,18155710,18163145,NO,7435
chr1,94079366,94083994,NO,4628
chr3,194800704,194802784,NO,2080
chr5,55771823,55777772,NO,5949
chr3,57031043,57042541,NO,11498
chr17,79948862,79950494,NO,1632
chr5,14574941,14589747,NO,14806
chr15,96864661,96867614,NO,2953
chr1,226890316,226891680,NO,1364
chr6,30649951,30653035,NO,3084
chr2,238771546,238774624,NO,3078
chr21,38337959,38339653,NO,1694
chr13,30982743,30997028,NO,14285
chr18,45680181,45689100,NO,8919
chr16,11648248,11659636,NO,11388
chr14,23290969,23292372,NO,1403
chr9,464234,471496,NO,7262
chr1,208406755,208413789,NO,7034
chr1,2508960,2510250,NO,1290
chr3,46886604,46888350,NO,1746
chr1,116951440,116959465,NO,8025
chr7,155411225,155412794,NO,1569
chr13,45427930,45430335,NO,2405
chr22,46510824,46512998,NO,2174
chr3,123105044,123114123,NO,9079
chr18,55890596,55891821,NO,1225
chr15,78348532,78357872,NO,9340
chr6,151364512,151366857,NO,2345
chr18,19926370,19929432,NO,3062
chr9,123697551,123705281,NO,7730
chr7,142468011,142469782,NO,1771
chr19,49652158,49655200,NO,3042
chr16,75142579,75145185,NO,2606
chr17,38187569,38189721,NO,2152
chr4,187268944,187273084,NO,4140
chr5,66563158,66565729,NO,2571
chr5,690118,691659,NO,1541
chr1,203596940,203599190,NO,2250
chr4,3240467,3243042,NO,2575
chr9,139751953,139754513,NO,2560
chr1,11022777,11036366,NO,13589
chr1,205882373,205887701,NO,5328
chr6,74232711,74233806,NO,1095
chr3,195338936,195342626,NO,3690
chr19,46876091,46878042,NO,1951
chr7,100320107,100321996,NO,1889
chr8,144358408,144363980,NO,5572
chr21,42579509,42592347,NO,12838
chr7,158373690,158379757,NO,6067
chr13,98959650,98966404,NO,6754
chr3,133254829,133266621,NO,11792
chr9,130976526,130981194,NO,4668
chr9,134529762,134534484,NO,4722
chr1,36815402,36818747,NO,3345
chr1,208040809,208043060,NO,2251
chr4,2257048,2259561,NO,2513
chr11,126215102,126216864,NO,1762
chr10,125854637,125866557,NO,11920
chr13,44542426,44545825,NO,3399
chr19,3097272,3099655,NO,2383
chr12,116796554,116806441,NO,9887
chr15,45458623,45460003,NO,1380
chr17,55682462,55687418,NO,4956
chr8,144821573,144823224,NO,1651
chr12,123428840,123432275,NO,3435
chr12,110684867,110687844,NO,2977
chr1,15737822,15740161,NO,2339
chr7,123172503,123173351,NO,848
chr12,109899573,109901998,NO,2425
chr11,35411273,35426193,NO,14920
chr5,172924605,172928440,NO,3835
chr17,75954100,75955699,NO,1599
chr18,21691957,21694382,NO,2425
chr4,7807495,7825422,NO,17927
chr15,41078753,41081700,NO,2947
chr17,1018086,1026771,NO,8685
chr3,127794091,127804002,NO,9911
chr19,22709396,22716071,NO,6675
chr19,18852059,18854629,NO,2570
chr7,51020117,51022932,NO,2815
chr2,67264306,67267278,NO,2972
chr3,177076739,177078624,NO,1885
chr16,88593218,88601055,NO,7837
chr5,148923301,148930043,NO,6742
chr9,96024730,96031426,NO,6696
chr10,116383872,116395416,NO,11544
chr14,21506663,21516866,NO,10203
chr11,16939773,16947436,NO,7663
chr18,48319938,48333017,NO,13079
chr20,39944019,39946921,NO,2902
chr5,138306146,138308801,NO,2655
chr19,38484681,38494574,NO,9893
chr22,23863434,23869999,NO,6565
chr15,99270500,99273079,NO,2579
chr1,16570483,16575570,NO,5087
chr14,31889007,31890338,NO,1331
chr5,10288740,10302246,NO,13506
chr2,238804348,238807747,NO,3399
chr12,105351388,105353097,NO,1709
chr15,32828518,32829307,NO,789
chr20,36772168,36781682,NO,9514
chr20,35161043,35172884,NO,11841
chr7,56101363,56115173,NO,13810
chr10,6006793,6014255,NO,7462
chr17,15351709,15361392,NO,9683
chr1,117421656,117425533,NO,3877
chr4,124049,125450,NO,1401
chr16,33293712,33294495,NO,783
chr1,94533593,94535962,NO,2369
chr15,91100376,91103904,NO,3528
chr5,139595928,139601855,NO,5927
chr20,44573353,44576034,NO,2681
chr13,31398957,31408285,NO,9328
chr20,6684341,6691401,NO,7060
chr15,45490657,45492032,NO,1375
chr20,52237864,52240684,NO,2820
chr2,9318752,9331647,NO,12895
chr10,24671543,24673639,NO,2096
chr12,3947877,3948710,NO,833
chr20,62168495,62170778,NO,2283
chr19,56005114,56015599,NO,10485
chr6,168151156,168152787,NO,1631
chr4,187556165,187573148,NO,16983
chr15,63640256,63643674,NO,3418
chr15,52425921,52430190,NO,4269
chr15,59156761,59158157,NO,1396
chr11,2113954,2118651,NO,4697
chr10,97272633,97278854,NO,6221
chr18,19600483,19607142,NO,6659
chr8,142423301,142426982,NO,3681
chr6,159201418,159203546,NO,2128
chr14,69010882,69015593,NO,4711
chr7,137671504,137685325,NO,13821
chr8,100508059,100508204,NO,145
chr17,40051394,40063975,NO,12581
chr4,49288063,49323553,NO,35490
chr1,42347860,42357489,NO,9629
chr21,35964170,35968416,NO,4246
chr11,3019099,3023003,NO,3904
chr3,52270475,52272448,NO,1973
chr2,54893908,54901264,NO,7356
chr22,41683968,41687169,NO,3201
chr10,38778009,38778183,NO,174
chr7,6425171,6433226,NO,8055
chr1,207999113,208000991,NO,1878
chr3,197183086,197186852,NO,3766
chr5,956557,958216,NO,1659
chr7,50839062,50850674,NO,11612
chr13,76209348,76211041,NO,1693
chr3,186130910,186136908,NO,5998
chr15,45121644,45123921,NO,2277
chr15,31588861,31591546,NO,2685
chr7,600545,602621,NO,2076
chr17,80341966,80343845,NO,1879
chr18,74796231,74810798,NO,14567
chr7,155090965,155098819,NO,7854
chr22,46422795,46424549,NO,1754
chr20,62527573,62529495,NO,1922
chr22,38411976,38413932,NO,1956
chr9,116878243,116882096,NO,3853
chr16,71756705,71758291,NO,1586
chr12,92896644,92899536,NO,2892
chr21,44151310,44158803,NO,7493
chr21,43653112,43655516,NO,2404
chr14,23319806,23322894,NO,3088
chr6,42930395,42935522,NO,5127
chr2,65085310,65092743,NO,7433
chr19,41830015,41834519,NO,4504
chr16,4666446,4667463,NO,1017
chr5,172115320,172124654,NO,9334
chr16,72882318,72894315,NO,11997
chr1,53611311,53612517,NO,1206
chr6,168926598,168928540,NO,1942
chr1,201416954,201420149,NO,3195
chr8,29209185,29210970,NO,1785
chr1,230022573,230024885,NO,2312
chrX,53117359,53123838,NO,6479
chr19,47119855,47122540,NO,2685
chr9,20683759,20684991,NO,1232
chr8,26497888,26500205,NO,2317
chr17,229459,236014,NO,6555
chr7,1545467,1548621,NO,3154
chr1,230984546,230986902,NO,2356
chr18,10131755,10143140,NO,11385
chr5,95192797,95194917,NO,2120
chr16,3149870,3157064,NO,7194
chr19,31141857,31156907,NO,15050
chr1,234885862,234888184,NO,2322
chr15,52477174,52479607,NO,2433
chr16,89307177,89314455,NO,7278
chr3,46525885,46532826,NO,6941
chr12,122709898,122710708,NO,810
chr9,139393718,139395367,NO,1649
chr12,50066809,50068398,NO,1589
chr2,190538616,190539902,NO,1286
chr8,52870610,52886775,NO,16165
chr19,14647363,14656917,NO,9554
chr11,9158797,9161813,NO,3016
chr13,97900598,97911903,NO,11305
chr5,148829369,148833916,NO,4547
chr20,45618153,45621801,NO,3648
chr1,9526431,9528184,NO,1753
chr8,17639179,17652191,NO,13012
chrX,153276006,153279689,NO,3683
chr4,70296500,70296776,NO,276
chr5,81146512,81153799,NO,7287
chr6,29719774,29721235,NO,1461
chr7,149744785,149746897,NO,2112
chr13,111657847,111659886,NO,2039
chr2,191883317,191886140,NO,2823
chr2,20833476,20835675,NO,2199
chr10,69523224,69524367,NO,1143
chr1,26602160,26605130,NO,2970
chr7,73994502,74002373,NO,7871
chr4,111117136,111118539,NO,1403
chr17,79503489,79505646,NO,2157
chr21,42618973,42622474,NO,3501
chr15,30762874,30763609,NO,735
chr6,108137030,108143075,NO,6045
chr10,72217913,72222581,NO,4668
chr19,35581620,35590124,NO,8504
chr22,27637426,27643913,NO,6487
chr21,44881979,44884853,NO,2874
chr7,77308577,77322842,NO,14265
chr16,90143888,90149090,NO,5202
chr13,45444378,45448156,NO,3778
chr12,50503498,50505080,NO,1582
chr14,67979882,67982232,NO,2350
chr9,139735204,139737311,NO,2107
chr16,56643934,56645884,NO,1950
chr11,8815650,8829936,NO,14286
chr7,29315783,29318569,NO,2786
chr17,53350917,53363467,NO,12550
chr3,171870655,171874381,NO,3726
chr1,28570941,28576414,NO,5473
chr22,24016884,24019650,NO,2766
chr19,12605640,12606859,NO,1219
chr11,66079385,66080983,NO,1598
chr15,31507261,31509100,NO,1839
chr4,49514939,49526037,NO,11098
chr22,17039272,17046852,NO,7580
chr11,3064891,3071067,NO,6176
chr18,55922124,55937708,NO,15584
chr8,124007172,124014286,NO,7114
chr3,73159808,73160262,NO,454
chr1,64134909,64141458,NO,6549
chr11,123667543,123671228,NO,3685
chr19,12305342,12306462,NO,1120
chr6,7170450,7173353,NO,2903
chr7,152596956,152608301,NO,11345
chr1,155057265,155058595,NO,1330
chr17,41043568,41047896,NO,4328
chr1,8431279,8434804,NO,3525
chr14,24567266,24580508,NO,13242
chr4,6769354,6775270,NO,5916
chr16,1577816,1581959,NO,4143
chr18,55436166,55457116,NO,20950
chr1,26545286,26552412,NO,7126
chr11,118740332,118741701,NO,1369
chr10,105475724,105477807,NO,2083
chr19,13949854,13951441,NO,1587
chr19,2982542,2984280,NO,1738
chr20,62819852,62821795,NO,1943
chr9,101736898,101740482,NO,3584
chr2,25406603,25421232,NO,14629
chr11,47170341,47175485,NO,5144
chr12,113637829,113639995,NO,2166
chr7,6120084,6121621,NO,1537
chr7,158699584,158704681,NO,5097
chr16,75262465,75264378,NO,1913
chr21,44596773,44599306,NO,2533
chr2,240186394,240190588,NO,4194
chr17,74563963,74566474,NO,2511
chr1,247289434,247290425,NO,991
chr1,15929548,15931152,NO,1604
chr5,32232633,32234742,NO,2109
chr15,42345207,42353147,NO,7940
chr1,167683018,167684613,NO,1595
chr14,23769873,23770908,NO,1035
chr22,29773762,29782487,NO,8725
chr17,70567556,70585744,NO,18188
chr11,18404848,18406558,NO,1710
chr1,16391229,16395138,NO,3909
chr1,175286422,175288981,NO,2559
chr8,26467068,26474616,NO,7548
chr7,36785455,36788561,NO,3106
chr1,226270455,226271895,NO,1440
chr8,102372726,102374826,NO,2100
chr4,2072944,2074855,NO,1911
chr15,63656678,63661373,NO,4695
chr16,78274197,78276684,NO,2487
chr7,51394707,51424969,NO,30262
chr3,42695254,42697190,NO,1936
chr3,119041140,119042619,NO,1479
chr5,70220451,70221437,NO,986
chr16,11223411,11228053,NO,4642
chr4,52709975,52711355,NO,1380
chr5,176752714,176757605,NO,4891
chr19,36193028,36194088,NO,1060
chr5,124082188,124085370,NO,3182
chr15,67315660,67318442,NO,2782
chr2,54935576,54950600,NO,15024
chr2,67440514,67443127,NO,2613
chr9,98877952,98880605,NO,2653
chr15,99557357,99559058,NO,1701
chr10,3927825,3930270,NO,2445
chr1,94836017,94851229,NO,15212
chr7,98807609,98809960,NO,2351
chr7,218939,220926,NO,1987
chr1,64381784,64387301,NO,5517
chr13,41109340,41111955,NO,2615
chr12,57823960,57825168,NO,1208
chr2,1991247,2001960,NO,10713
chr7,27146105,27150287,NO,4182
chr10,22629250,22630205,NO,955
chr18,74766196,74774386,NO,8190
chr1,205551584,205561988,NO,10404
chr7,155130136,155143069,NO,12933
chr2,97151234,97152416,NO,1182
chr1,230340552,230351273,NO,10721
chr2,10224648,10228136,NO,3488
chr6,170340623,170342396,NO,1773
chr15,90734129,90736832,NO,2703
chr14,102529857,102538904,NO,9047
chrX,52986773,52988271,NO,1498
chr19,11049731,11058721,NO,8990
chr4,187181238,187182967,NO,1729
chr15,93452712,93465260,NO,12548
chr2,37551182,37552777,NO,1595
chr15,70086118,70088732,NO,2614
chr20,43270713,43271962,NO,1249
chr12,3194519,3206850,NO,12331
chr18,46501124,46502927,NO,1803
chr14,71130787,71133203,NO,2416
chr11,6271325,6274266,NO,2941
chr14,21923790,21924948,NO,1158
chr19,7098719,7099787,NO,1068
chr2,14774622,14775952,NO,1330
chr18,60766697,60768784,NO,2087
chr1,212731321,212732895,NO,1574
chr6,168714141,168727171,NO,13030
chr2,131543005,131555743,NO,12738
chr15,68130995,68133300,NO,2305
chr15,74889458,74891355,NO,1897
chr2,47536833,47539315,NO,2482
chr20,25317977,25320764,NO,2787
chr19,49518173,49523681,NO,5508
chr10,97849331,97850269,NO,938
chr17,16438763,16440326,NO,1563
chr9,108281986,108282614,NO,628
chr15,94773837,94775365,NO,1528
chr10,73804199,73817523,NO,13324
chr10,99621213,99629732,NO,8519
chr4,154143335,154170975,NO,27640
chr19,46144658,46145997,NO,1339
chr17,26710984,26712388,NO,1404
chr3,140956609,140966161,NO,9552
chr4,184642945,184644893,NO,1948
chr1,211502129,211509419,NO,7290
chr18,6729081,6732713,NO,3632
chr7,100042365,100048732,NO,6367
chr7,72771909,72773237,NO,1328
chr2,110809178,110812745,NO,3567
chr6,134556948,134572159,NO,15211
chr1,20061229,20063374,NO,2145
chr16,17489549,17499662,NO,10113
chr7,149978372,149979831,NO,1459
chr9,139719917,139722288,NO,2371
chr21,44502699,44503928,NO,1229
chr1,45097043,45098173,NO,1130
chr11,57545312,57549446,NO,4134
chr16,375438,378066,NO,2628
chr2,111073874,111077441,NO,3567
chr2,42328445,42330266,NO,1821
chr3,128770790,128774169,NO,3379
chr18,9987431,9995308,NO,7877
chr14,76292224,76299606,NO,7382
chr7,50785527,50796408,NO,10881
chr7,142605476,142607048,NO,1572
chr2,121383604,121391476,NO,7872
chr11,93260041,93271527,NO,11486
chr11,14926162,14929445,NO,3283
chr15,65588722,65597573,NO,8851
chr19,3966088,3968015,NO,1927
chr20,6031379,6033741,NO,2362
chr1,23152364,23155179,NO,2815
chr12,52671690,52675383,NO,3693
chr11,117088456,117091965,NO,3509
chr7,152524217,152525676,NO,1459
chr11,119551365,119555197,NO,3832
chr9,102581447,102582261,NO,814
chr15,32162270,32163669,NO,1399
chr19,1027582,1029088,NO,1506
chr6,87861218,87862333,NO,1115
chr3,12996300,13007020,NO,10720
chr2,101561589,101575025,NO,13436
chr4,159744869,159749102,NO,4233
chr12,3259721,3268176,NO,8455
chr7,63385639,63387505,NO,1866
chr21,47392444,47395235,NO,2791
chr22,45993172,45997318,NO,4146
chr1,11709759,11711766,NO,2007
chr6,25992067,25993356,NO,1289
chr11,69311092,69312620,NO,1528
chr22,28424483,28426240,NO,1757
chr14,100680220,100681393,NO,1173
chr6,31090027,31094638,NO,4611
chr1,68606372,68611879,NO,5507
chr15,45929715,45941449,NO,11734
chr20,17802815,17816377,NO,13562
chr21,46974677,46976433,NO,1756
chr17,75138850,75142496,NO,3646
chr5,173250639,173252903,NO,2264
chr17,3562486,3570335,NO,7849
chr6,52368371,52369733,NO,1362
chr16,70714540,70716345,NO,1805
chr16,70461678,70463246,NO,1568
chr3,37976982,37987984,NO,11002
chr10,96942942,96943952,NO,1010
chr8,124168922,124173160,NO,4238
chr12,52916206,52922891,NO,6685
chr6,108998394,109011317,NO,12923
chr4,3199571,3206791,NO,7220
chr18,60193403,60194295,NO,892
chr22,47461635,47467522,NO,5887
chr12,13246374,13254906,NO,8532
chr4,85414353,85418394,NO,4041
chr1,1397039,1399764,NO,2725
chr19,56146160,56147023,NO,863
chr1,17407226,17418630,NO,11404
chr2,5768016,5769023,NO,1007
chr19,12163189,12170767,NO,7578
chr16,70414121,70415789,NO,1668
chr3,53303943,53310354,NO,6411
chr1,224810290,224820387,NO,10097
chr2,11819921,11833771,NO,13850
chr20,43229775,43238783,NO,9008
chr7,72395122,72396452,NO,1330
chr1,205446216,205448187,NO,1971
chr16,30912883,30914478,NO,1595
chr19,18872613,18874408,NO,1795
chr14,101032343,101033911,NO,1568
chr2,238641480,238644196,NO,2716
chr19,17599626,17611108,NO,11482
chr2,128165261,128173674,NO,8413
chr20,49377863,49379978,NO,2115
chr15,99319685,99321111,NO,1426
chr4,41218057,41219040,NO,983
chr7,129491336,129505985,NO,14649
chr16,30786213,30787649,NO,1436
chr6,168134260,168136580,NO,2320
chr3,188012520,188014933,NO,2413
chr7,47442457,47446782,NO,4325
chr18,46428319,46441419,NO,13100
chr6,53223500,53224893,NO,1393
chr4,187647112,187648375,NO,1263
chr2,228189436,228190833,NO,1397
chr16,27586811,27590732,NO,3921
chr11,121526019,121527759,NO,1740
chr15,90393962,90409723,NO,15761
chr9,116671642,116673190,NO,1548
chr9,133721807,133736102,NO,14295
chr20,52353410,52357072,NO,3662
chr7,30265346,30266575,NO,1229
chr7,809938,811883,NO,1945
chr9,123836509,123837872,NO,1363
chr6,107987546,107996795,NO,9249
chr10,88470480,88472105,NO,1625
chr22,49098003,49099785,NO,1782
chr3,133524540,133525582,NO,1042
chr16,25117808,25119085,NO,1277
chr16,507917,517325,NO,9408
chr3,63983627,63995562,NO,11935
chr2,37423374,37424513,NO,1139
chr1,206828973,206833546,NO,4573
chr2,106193092,106209527,NO,16435
chr5,179105000,179106179,NO,1179
chr1,7632832,7635213,NO,2381
chr7,130678779,130681869,NO,3090
chr12,52600723,52602208,NO,1485
chr19,45714983,45719614,NO,4631
chr13,110972283,110979777,NO,7494
chr2,7117241,7127678,NO,10437
chr15,66125119,66126593,NO,1474
chr19,488486,489809,NO,1323
chr6,2960273,2962750,NO,2477
chr10,71197968,71199488,NO,1520
chr15,94022745,94030564,NO,7819
chr17,73636121,73640168,NO,4047
chr10,80062218,80063233,NO,1015
chr11,78508584,78513902,NO,5318
chr16,2722649,2723996,NO,1347
chr10,29907610,29920046,NO,12436
chr14,24728085,24730009,NO,1924
chr7,55954738,55955763,NO,1025
chr16,11705758,11707730,NO,1972
chr3,192232194,192233680,NO,1486
chr8,7384480,7386697,NO,2217
chr16,29122320,29127109,NO,4789
chr2,43327657,43329510,NO,1853
chr8,140866444,140868192,NO,1748
chr10,103876735,103878172,NO,1437
chr8,7649403,7651576,NO,2173
chr16,8772793,8780322,NO,7529
chr16,57333297,57338264,NO,4967
chr10,35736730,35743257,NO,6527
chr3,42787765,42791484,NO,3719
chr19,56028443,56037876,NO,9433
chr22,25289827,25291488,NO,1661
chr18,3116987,3120734,NO,3747
chr2,42190901,42195045,NO,4144
chr10,121055881,121062285,NO,6404
chr11,128722366,128729774,NO,7408
chr10,102728620,102730439,NO,1819
chr19,47105594,47107266,NO,1672
chr22,23560310,23561934,NO,1624
chr14,103672220,103674164,NO,1944
chr10,49514048,49515612,NO,1564
chr6,111872140,111874447,NO,2307
chr15,62682258,62684475,NO,2217
chr4,184160695,184162721,NO,2026
chr1,39623796,39625239,NO,1443
chr11,46264411,46265505,NO,1094
chr14,89506785,89507935,NO,1150
chr8,23103649,23104790,NO,1141
chr22,18538652,18544282,NO,5630
chr1,3165257,3167642,NO,2385
chr16,20598331,20600132,NO,1801
chr4,183783246,183785081,NO,1835
chr1,202101107,202103092,NO,1985
chr2,61935551,61941535,NO,5984
chr21,43124017,43128238,NO,4221
chr11,2827538,2829491,NO,1953
chr2,109789867,109802500,NO,12633
chr20,62272597,62274234,NO,1637
chr2,113974838,113976755,NO,1917
chr2,19547262,19548424,NO,1162
chr2,236419622,236427715,NO,8093
chr17,46100786,46103209,NO,2423
chr17,29335327,29336579,NO,1252
chr18,46066966,46068142,NO,1176
chr7,1115794,1117963,NO,2169
chr7,95178851,95180648,NO,1797
chr16,29321979,29323306,NO,1327
chr1,64164111,64171568,NO,7457
chr15,37386679,37389126,NO,2447
chr2,169053212,169061191,NO,7979
chr7,4764404,4765680,NO,1276
chr16,20450397,20452197,NO,1800
chr16,81498860,81512707,NO,13847
chr6,3797459,3807116,NO,9657
chr16,50688170,50692124,NO,3954
chr1,42500781,42506594,NO,5813
chr4,38133682,38135695,NO,2013
chr3,183527671,183529621,NO,1950
chr21,33822910,33830018,NO,7108
chr10,126706236,126712957,NO,6721
chr19,18810620,18812353,NO,1733
chr5,11064420,11078005,NO,13585
chr6,39136806,39138424,NO,1618
chr19,23456218,23457199,NO,981
chr8,124600833,124603549,NO,2716
chr3,128805682,128807905,NO,2223
chr17,28671140,28672883,NO,1743
chr11,12821866,12825567,NO,3701
chr11,77741578,77751312,NO,9734
chr16,88682232,88683560,NO,1328
chr9,130461290,130462929,NO,1639
chr2,85612990,85624007,NO,11017
chr19,37463462,37464950,NO,1488
chr8,131369767,131371465,NO,1698
chr6,12288123,12292790,NO,4667
chr10,12647354,12648613,NO,1259
chr11,121592682,121594614,NO,1932
chr22,39317329,39320453,NO,3124
chr1,154323902,154326143,NO,2241
chr9,112202232,112204008,NO,1776
chr14,91621154,91631954,NO,10800
chrX,52949418,52950815,NO,1397
chr2,96657225,96658730,NO,1505
chr2,157255897,157257275,NO,1378
chr9,136995931,136997557,NO,1626
chr15,67222837,67225537,NO,2700
chr1,51794824,51797406,NO,2582
chr12,123995808,124004296,NO,8488
chr14,95826134,95827926,NO,1792
chr1,161695991,161697544,NO,1553
chr16,962110,963746,NO,1636
chr11,69230666,69232888,NO,2222
chr16,84082511,84089305,NO,6794
chr4,26858757,26860461,NO,1704
chr3,48776373,48778329,NO,1956
chr1,230516397,230518400,NO,2003
chr2,23785882,23787751,NO,1869
chr10,112862676,112867696,NO,5020
chr2,42281610,42283530,NO,1920
chr1,54590434,54592195,NO,1761
chr19,9419835,9420791,NO,956
chr2,99526086,99530076,NO,3990
chr1,201619234,201629493,NO,10259
chr1,9222006,9224056,NO,2050
chr6,16243878,16245973,NO,2095
chr15,34872190,34873643,NO,1453
chr11,2911379,2913800,NO,2421
chr1,31155207,31158887,NO,3680
chr2,45902226,45903524,NO,1298
chr22,35767631,35773030,NO,5399
chr10,72269159,72274484,NO,5325
chr2,97197601,97204529,NO,6928
chr11,126344274,126350820,NO,6546
chr9,130598438,130602455,NO,4017
chr19,37708551,37709479,NO,928
chr6,158447126,158448584,NO,1458
chr11,73490179,73491026,NO,847
chr3,97540228,97541669,NO,1441
chr1,222988014,222988904,NO,890
chr10,76986410,76994062,NO,7652
chr7,98739596,98741026,NO,1430
chr3,15688471,15690156,NO,1685
chr18,47164915,47166860,NO,1945
chr8,96219236,96223121,NO,3885
chr14,56245906,56248830,NO,2924
chr2,65288292,65292436,NO,4144
chr19,42617911,42620398,NO,2487
chr1,92269812,92271582,NO,1770
chr14,105517090,105518604,NO,1514
chr19,57349133,57350310,NO,1177
chr4,149364923,149366802,NO,1879
chr1,2064090,2065541,NO,1451
chr14,105131893,105133062,NO,1169
chr1,43739883,43743494,NO,3611
chr1,245421276,245423613,NO,2337
chr4,77751776,77752937,NO,1161
chr1,25749323,25752360,NO,3037
chr21,33941481,33945681,NO,4200
chrX,153192914,153193795,NO,881
chr12,122884055,122885295,NO,1240
chr12,109591862,109598969,NO,7107
chr10,22540612,22542441,NO,1829
chr9,132487861,132500584,NO,12723
chr11,62675866,62677522,NO,1656
chr3,185836444,185842406,NO,5962
chr1,147510303,147511732,NO,1429
chr1,145968569,145969998,NO,1429
chr10,80534381,80535556,NO,1175
chr2,113345047,113346914,NO,1867
chr1,16840235,16847827,NO,7592
chr18,3623764,3625086,NO,1322
chr13,98874632,98877281,NO,2649
chr16,71517925,71518606,NO,681
chr2,111934050,111943708,NO,9658
chr2,30475581,30480553,NO,4972
chr4,8429418,8430672,NO,1254
chr7,101241083,101242588,NO,1505
chr6,170200917,170202278,NO,1361
chr15,63127776,63146563,NO,18787
chr16,74901447,74910040,NO,8593
chr5,139702236,139703507,NO,1271
chr20,56533457,56535450,NO,1993
chr1,230630909,230632628,NO,1719
chr11,12214638,12222105,NO,7467
chr10,114563568,114571758,NO,8190
chr17,16368870,16374120,NO,5250
chr1,1713382,1714682,NO,1300
chr17,80451983,80455690,NO,3707
chr1,120604259,120605346,NO,1087
chr18,46543685,46548481,NO,4796
chr12,89777261,89784930,NO,7669
chr19,34374216,34375766,NO,1550
chr9,123630453,123631834,NO,1381
chr2,129153157,129165033,NO,11876
chr22,26914044,26925641,NO,11597
chr1,207082495,207083745,NO,1250
chr1,15649614,15656145,NO,6531
chr1,181998367,181999547,NO,1180
chr11,48894715,48899278,NO,4563
chr10,14778825,14794029,NO,15204
chr3,124717699,124723035,NO,5336
chr22,36023159,36024153,NO,994
chr2,46717497,46727513,NO,10016
chr13,30122219,30123713,NO,1494
chr2,133377738,133379759,NO,2021
chr4,1185480,1186889,NO,1409
chr12,9462639,9470373,NO,7734
chr13,33923447,33924894,NO,1447
chr4,37978422,37979713,NO,1291
chr8,143819984,143821272,NO,1288
chr4,187867363,187870655,NO,3292
chr7,100067016,100070539,NO,3523
chr19,42203046,42205003,NO,1957
chr8,8243041,8244725,NO,1684
chr6,37189582,37190724,NO,1142
chr14,24091132,24102276,NO,11144
chr2,3583108,3584613,NO,1505
chr10,38886884,38887163,NO,279
chr22,23440471,23441910,NO,1439
chr2,62797498,62798674,NO,1176
chr2,134894708,134898557,NO,3849
chr2,71782587,71785884,NO,3297
chr19,2117030,2118547,NO,1517
chr5,75681286,75685219,NO,3933
chr14,81636011,81637180,NO,1169
chr13,114583985,114585636,NO,1651
chr15,90836867,90844517,NO,7650
chr3,75377942,75379969,NO,2027
chr1,61648909,61650553,NO,1644
chr11,129309830,129323897,NO,14067
chr5,71146704,71146979,NO,275
chr9,116928707,116937727,NO,9020
chr1,147070757,147072400,NO,1643
chr5,55932822,55936973,NO,4151
chr6,139013169,139015008,NO,1839
chr6,30483733,30484794,NO,1061
chr7,129992173,129996134,NO,3961
chr7,104580137,104586110,NO,5973
chr1,145215961,145217170,NO,1209
chr10,71092529,71094699,NO,2170
chr14,103870495,103877059,NO,6564
chr1,8703647,8721685,NO,18038
chr1,109816407,109820717,NO,4310
chr10,131329213,131331288,NO,2075
